kx_Ainv,ky_Ainv,lower_eV,upper_eV,analytic_lower_eV,analytic_upper_eV
-0.1,0.0,-0.10198039027185571,0.10198039027185571,-0.10198039027185571,0.10198039027185571
-0.099,0.0,-0.10099999999999999,0.10099999999999999,-0.101,0.101
-0.098,0.0,-0.10001999800039992,0.10001999800039992,-0.1000199980003999,0.1000199980003999
-0.097,0.0,-0.09904039579888602,0.09904039579888602,-0.09904039579888602,0.09904039579888602
-0.096,0.0,-0.0980612053770501,0.0980612053770501,-0.0980612053770501,0.0980612053770501
-0.095,0.0,-0.097082439194738,0.097082439194738,-0.097082439194738,0.097082439194738
-0.094,0.0,-0.0961041102138717,0.0961041102138717,-0.0961041102138717,0.0961041102138717
-0.093,0.0,-0.09512623192369178,0.09512623192369178,-0.0951262319236918,0.0951262319236918
-0.092,0.0,-0.09414881836751855,0.09414881836751855,-0.09414881836751855,0.09414881836751855
-0.091,0.0,-0.09317188417113824,0.09317188417113824,-0.09317188417113824,0.09317188417113824
-0.09000000000000001,0.0,-0.09219544457292889,0.09219544457292889,-0.09219544457292887,0.09219544457292887
-0.08900000000000001,0.0,-0.09121951545584969,0.09121951545584969,-0.09121951545584969,0.09121951545584969
-0.08800000000000001,0.0,-0.09024411338142782,0.09024411338142782,-0.09024411338142783,0.09024411338142783
-0.08700000000000001,0.0,-0.08926925562588724,0.08926925562588724,-0.08926925562588724,0.08926925562588724
-0.08600000000000001,0.0,-0.08829496021857647,0.08829496021857647,-0.08829496021857647,0.08829496021857647
-0.085,0.0,-0.0873212459828649,0.0873212459828649,-0.0873212459828649,0.0873212459828649
-0.084,0.0,-0.08634813257969162,0.08634813257969162,-0.08634813257969162,0.08634813257969162
-0.083,0.0,-0.08537564055396599,0.08537564055396599,-0.08537564055396599,0.08537564055396599
-0.082,0.0,-0.08440379138403678,0.08440379138403678,-0.08440379138403678,0.08440379138403678
-0.081,0.0,-0.0834326075344646,0.0834326075344646,-0.0834326075344646,0.0834326075344646
-0.08,0.0,-0.08246211251235322,0.08246211251235322,-0.08246211251235322,0.08246211251235322
-0.079,0.0,-0.08149233092751736,0.08149233092751736,-0.08149233092751734,0.08149233092751734
-0.07800000000000001,0.0,-0.0805232885567896,0.0805232885567896,-0.0805232885567896,0.0805232885567896
-0.07700000000000001,0.0,-0.07955501241279522,0.07955501241279522,-0.07955501241279522,0.07955501241279522
-0.07600000000000001,0.0,-0.07858753081755401,0.07858753081755401,-0.07858753081755401,0.07858753081755401
-0.07500000000000001,0.0,-0.07762087348130013,0.07762087348130013,-0.07762087348130013,0.07762087348130013
-0.07400000000000001,0.0,-0.0766550715869472,0.0766550715869472,-0.07665507158694722,0.07665507158694722
-0.07300000000000001,0.0,-0.07569015788066506,0.07569015788066506,-0.07569015788066505,0.07569015788066505
-0.07200000000000001,0.0,-0.07472616676907763,0.07472616676907763,-0.07472616676907763,0.07472616676907763
-0.07100000000000001,0.0,-0.07376313442364012,0.07376313442364012,-0.07376313442364012,0.07376313442364012
-0.07,0.0,-0.07280109889280519,0.07280109889280519,-0.07280109889280519,0.07280109889280519
-0.069,0.0,-0.07184010022264725,0.07184010022264725,-0.07184010022264724,0.07184010022264724
-0.068,0.0,-0.07088018058667742,0.07088018058667742,-0.0708801805866774,0.0708801805866774
-0.067,0.0,-0.06992138442565335,0.06992138442565335,-0.06992138442565336,0.06992138442565336
-0.066,0.0,-0.06896375859826667,0.06896375859826667,-0.06896375859826667,0.06896375859826667
-0.065,0.0,-0.06800735254367722,0.06800735254367722,-0.06800735254367722,0.06800735254367722
-0.064,0.0,-0.06705221845696084,0.06705221845696084,-0.06705221845696084,0.06705221845696084
-0.063,0.0,-0.06609841147864297,0.06609841147864297,-0.06609841147864297,0.06609841147864297
-0.062000000000000006,0.0,-0.06514598989960933,0.06514598989960933,-0.06514598989960933,0.06514598989960933
-0.061000000000000006,0.0,-0.06419501538281615,0.06419501538281615,-0.06419501538281613,0.06419501538281613
-0.060000000000000005,0.0,-0.0632455532033676,0.0632455532033676,-0.0632455532033676,0.0632455532033676
-0.059000000000000004,0.0,-0.06229767250869009,0.06229767250869009,-0.06229767250869009,0.06229767250869009
-0.058,0.0,-0.06135144660071188,0.06135144660071188,-0.06135144660071187,0.06135144660071187
-0.057,0.0,-0.06040695324215582,0.06040695324215582,-0.06040695324215583,0.06040695324215583
-0.05600000000000001,0.0,-0.05946427498927403,0.05946427498927403,-0.05946427498927403,0.05946427498927403
-0.05500000000000001,0.0,-0.05852349955359813,0.05852349955359813,-0.05852349955359813,0.05852349955359813
-0.054000000000000006,0.0,-0.05758472019555188,0.05758472019555188,-0.05758472019555188,0.05758472019555188
-0.053000000000000005,0.0,-0.0566480361530742,0.0566480361530742,-0.05664803615307419,0.05664803615307419
-0.052000000000000005,0.0,-0.055713553108736484,0.055713553108736484,-0.055713553108736484,0.055713553108736484
-0.051000000000000004,0.0,-0.05478138369920935,0.05478138369920935,-0.05478138369920936,0.05478138369920936
-0.05,0.0,-0.05385164807134504,0.05385164807134504,-0.05385164807134505,0.05385164807134505
-0.049,0.0,-0.052924474489596966,0.052924474489596966,-0.05292447448959697,0.05292447448959697
-0.048,0.0,-0.052,0.052,-0.052000000000000005,0.052000000000000005
-0.04700000000000001,0.0,-0.05107837115648855,0.05107837115648855,-0.05107837115648854,0.05107837115648854
-0.046000000000000006,0.0,-0.05015974481593781,0.05015974481593781,-0.050159744815937816,0.050159744815937816
-0.045000000000000005,0.0,-0.04924428900898053,0.04924428900898053,-0.04924428900898053,0.04924428900898053
-0.044000000000000004,0.0,-0.04833218389437829,0.04833218389437829,-0.048332183894378294,0.048332183894378294
-0.043000000000000003,0.0,-0.04742362280551751,0.04742362280551751,-0.04742362280551751,0.04742362280551751
-0.042,0.0,-0.04651881339845203,0.04651881339845203,-0.04651881339845203,0.04651881339845203
-0.041,0.0,-0.04561797891182818,0.04561797891182818,-0.04561797891182818,0.04561797891182818
-0.04000000000000001,0.0,-0.04472135954999581,0.04472135954999581,-0.0447213595499958,0.0447213595499958
-0.03900000000000001,0.0,-0.043829214001622256,0.043829214001622256,-0.043829214001622256,0.043829214001622256
-0.038000000000000006,0.0,-0.04294182110716779,0.04294182110716779,-0.04294182110716778,0.04294182110716778
-0.037000000000000005,0.0,-0.04205948168962619,0.04205948168962619,-0.042059481689626185,0.042059481689626185
-0.036000000000000004,0.0,-0.04118252056394801,0.04118252056394801,-0.04118252056394801,0.04118252056394801
-0.035,0.0,-0.04031128874149275,0.04031128874149275,-0.04031128874149275,0.04031128874149275
-0.034,0.0,-0.03944616584663204,0.03944616584663204,-0.03944616584663204,0.03944616584663204
-0.033,0.0,-0.03858756276314948,0.03858756276314948,-0.03858756276314948,0.03858756276314948
-0.032,0.0,-0.03773592452822641,0.03773592452822641,-0.03773592452822641,0.03773592452822641
-0.031,0.0,-0.036891733491393436,0.036891733491393436,-0.036891733491393436,0.036891733491393436
-0.03,0.0,-0.03605551275463989,0.03605551275463989,-0.03605551275463989,0.03605551275463989
-0.028999999999999998,0.0,-0.03522782990761707,0.03522782990761707,-0.035227829907617074,0.035227829907617074
-0.027999999999999997,0.0,-0.03440930106817051,0.03440930106817051,-0.03440930106817051,0.03440930106817051
-0.02700000000000001,0.0,-0.0336005952328229,0.0336005952328229,-0.0336005952328229,0.0336005952328229
-0.02600000000000001,0.0,-0.03280243893371346,0.03280243893371346,-0.03280243893371346,0.03280243893371346
-0.02500000000000001,0.0,-0.03201562118716425,0.03201562118716425,-0.03201562118716425,0.03201562118716425
-0.024000000000000007,0.0,-0.031240998703626625,0.031240998703626625,-0.03124099870362662,0.03124099870362662
-0.023000000000000007,0.0,-0.030479501308256347,0.030479501308256347,-0.030479501308256347,0.030479501308256347
-0.022000000000000006,0.0,-0.029732137494637018,0.029732137494637018,-0.029732137494637014,0.029732137494637014
-0.021000000000000005,0.0,-0.029000000000000005,0.029000000000000005,-0.029,0.029
-0.020000000000000004,0.0,-0.028284271247461905,0.028284271247461905,-0.028284271247461905,0.028284271247461905
-0.019000000000000003,0.0,-0.027586228448267445,0.027586228448267445,-0.02758622844826745,0.02758622844826745
-0.018000000000000002,0.0,-0.026907248094147424,0.026907248094147424,-0.02690724809414742,0.02690724809414742
-0.017,0.0,-0.026248809496813377,0.026248809496813377,-0.026248809496813377,0.026248809496813377
-0.016,0.0,-0.025612496949731396,0.025612496949731396,-0.025612496949731396,0.025612496949731396
-0.015,0.0,-0.025,0.025,-0.025,0.025
-0.013999999999999999,0.0,-0.024413111231467405,0.024413111231467405,-0.024413111231467405,0.024413111231467405
